"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 08 14:02:18 GMT 2024","Sun Dec 08 14:02:19 GMT 2024","412","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Sun Dec 08 14:02:22 GMT 2024","Sun Dec 08 14:02:22 GMT 2024","422","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Sun Dec 08 14:02:26 GMT 2024","Sun Dec 08 14:02:27 GMT 2024","556","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Sun Dec 08 14:02:23 GMT 2024","Sun Dec 08 14:02:23 GMT 2024","738","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Sun Dec 08 14:01:57 GMT 2024","Sun Dec 08 14:01:58 GMT 2024","1447","regressive","regressive","botsystest.tests.exchanges.GetMessageBeforeDeleteExchangeTest","botsystest.tests.exchanges.GetMessageBeforeDeleteExchangeTest","testGetExchangeBeforePositiveDeleteNoBots","testGetExchangeBeforePositiveDeleteNoBots",""
"passed","Sun Dec 08 14:02:25 GMT 2024","Sun Dec 08 14:02:26 GMT 2024","745","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Sun Dec 08 14:01:27 GMT 2024","Sun Dec 08 14:01:29 GMT 2024","1560","regressive","regressive","botsystest.tests.bots.CreateSuccessfulBotsTests","botsystest.tests.bots.CreateSuccessfulBotsTests","botCreatePositiveDemoTest","botCreatePositiveDemoTest",""
"passed","Sun Dec 08 14:02:32 GMT 2024","Sun Dec 08 14:02:33 GMT 2024","416","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesPositiveTest","CandlesPositiveTest",""
"passed","Sun Dec 08 14:02:29 GMT 2024","Sun Dec 08 14:02:29 GMT 2024","622","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Sun Dec 08 14:01:49 GMT 2024","Sun Dec 08 14:01:50 GMT 2024","506","regressive","regressive","botsystest.tests.exchanges.CreateExchangeTest","botsystest.tests.exchanges.CreateExchangeTest","CreateExchangeConnectPositiveFalseTest","CreateExchangeConnectPositiveFalseTest",""
"passed","Sun Dec 08 14:02:09 GMT 2024","Sun Dec 08 14:02:10 GMT 2024","1167","regressive","regressive","botsystest.tests.timestream.CheckStreamAfterDeleteBot","botsystest.tests.timestream.CheckStreamAfterDeleteBot","CheckStreamAfterDeleteBotPositiveTest","CheckStreamAfterDeleteBotPositiveTest",""
"passed","Sun Dec 08 14:02:30 GMT 2024","Sun Dec 08 14:02:31 GMT 2024","720","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Sun Dec 08 14:02:14 GMT 2024","Sun Dec 08 14:02:15 GMT 2024","579","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Sun Dec 08 14:02:04 GMT 2024","Sun Dec 08 14:02:06 GMT 2024","1230","regressive","regressive","botsystest.tests.timestream.CheckStreamAfterChangeExchange","botsystest.tests.timestream.CheckStreamAfterChangeExchange","CheckStreamAfterChangeExchangePositiveTest","CheckStreamAfterChangeExchangePositiveTest",""
"passed","Sun Dec 08 14:01:45 GMT 2024","Sun Dec 08 14:01:47 GMT 2024","1576","regressive","regressive","botsystest.tests.bots.GetBotsTests","botsystest.tests.bots.GetBotsTests","getMyBotsPositiveTest","getMyBotsPositiveTest",""
"failed","Sun Dec 08 14:01:54 GMT 2024","Sun Dec 08 14:01:56 GMT 2024","2079","regressive","regressive","botsystest.tests.exchanges.GetMessageBeforeDeleteExchangeTest","botsystest.tests.exchanges.GetMessageBeforeDeleteExchangeTest","testGetExchangeBeforeDeletePositiveWithBots","testGetExchangeBeforeDeletePositiveWithBots",""
"passed","Sun Dec 08 14:01:50 GMT 2024","Sun Dec 08 14:01:51 GMT 2024","498","regressive","regressive","botsystest.tests.exchanges.CreateExchangeTest","botsystest.tests.exchanges.CreateExchangeTest","CreateExchangeConnectPositiveFalseTest2","CreateExchangeConnectPositiveFalseTest2",""
"passed","Sun Dec 08 14:01:32 GMT 2024","Sun Dec 08 14:01:34 GMT 2024","1695","regressive","regressive","botsystest.tests.bots.CreateSuccessfulBotsTests","botsystest.tests.bots.CreateSuccessfulBotsTests","botCreatePositiveTest","botCreatePositiveTest",""
"passed","Sun Dec 08 14:01:45 GMT 2024","Sun Dec 08 14:01:45 GMT 2024","235","regressive","regressive","botsystest.tests.bots.DeleteBotsNotActiveTests","botsystest.tests.bots.DeleteBotsNotActiveTests","botsDeleteSuccessfulPositiveTest","botsDeleteSuccessfulPositiveTest",""
"passed","Sun Dec 08 14:01:40 GMT 2024","Sun Dec 08 14:01:42 GMT 2024","1324","regressive","regressive","botsystest.tests.bots.DeleteActiveBotTests","botsystest.tests.bots.DeleteActiveBotTests","botsDeleteRunningNegativeTest","botsDeleteRunningNegativeTest",""
"passed","Sun Dec 08 14:01:51 GMT 2024","Sun Dec 08 14:01:52 GMT 2024","863","regressive","regressive","botsystest.tests.exchanges.CreateExchangeTest","botsystest.tests.exchanges.CreateExchangeTest","CreateExchangePositiveTest","CreateExchangePositiveTest",""
"passed","Sun Dec 08 14:02:12 GMT 2024","Sun Dec 08 14:02:13 GMT 2024","941","regressive","regressive","botsystest.tests.timestream.CheckStreamAfterDeleteExchange","botsystest.tests.timestream.CheckStreamAfterDeleteExchange","CheckStreamAfterDeletePositiveExchangeTest","CheckStreamAfterDeletePositiveExchangeTest",""
"passed","Sun Dec 08 14:02:21 GMT 2024","Sun Dec 08 14:02:22 GMT 2024","425","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Sun Dec 08 14:01:37 GMT 2024","Sun Dec 08 14:01:38 GMT 2024","712","regressive","regressive","botsystest.tests.bots.CreateUnsuccesfulTests","botsystest.tests.bots.CreateUnsuccesfulTests","botCreateNegativeNotConnectExchTest","botCreateNegativeNotConnectExchTest",""
"passed","Sun Dec 08 14:02:31 GMT 2024","Sun Dec 08 14:02:32 GMT 2024","424","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
