"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 05 10:46:07 GMT 2024","Thu Dec 05 10:46:08 GMT 2024","806","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Thu Dec 05 10:45:22 GMT 2024","Thu Dec 05 10:45:24 GMT 2024","1504","regressive","regressive","botsystest.tests.bots.CreateSuccessfulBotsTests","botsystest.tests.bots.CreateSuccessfulBotsTests","botCreatePositiveDemoTest","botCreatePositiveDemoTest",""
"passed","Thu Dec 05 10:45:42 GMT 2024","Thu Dec 05 10:45:43 GMT 2024","615","regressive","regressive","botsystest.tests.exchanges.CreateExchangeTest","botsystest.tests.exchanges.CreateExchangeTest","CreateExchangePositiveTest","CreateExchangePositiveTest",""
"passed","Thu Dec 05 10:46:02 GMT 2024","Thu Dec 05 10:46:02 GMT 2024","362","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Thu Dec 05 10:45:38 GMT 2024","Thu Dec 05 10:45:38 GMT 2024","521","regressive","regressive","botsystest.tests.bots.GetBotsTests","botsystest.tests.bots.GetBotsTests","getMyBotsPositiveTest","getMyBotsPositiveTest",""
"passed","Thu Dec 05 10:45:44 GMT 2024","Thu Dec 05 10:45:45 GMT 2024","938","regressive","regressive","botsystest.tests.exchanges.DeleteExchangeTests","botsystest.tests.exchanges.DeleteExchangeTests","testDeleteExchangePositive","testDeleteExchangePositive",""
"passed","Thu Dec 05 10:45:26 GMT 2024","Thu Dec 05 10:45:28 GMT 2024","2053","regressive","regressive","botsystest.tests.bots.CreateSuccessfulBotsTests","botsystest.tests.bots.CreateSuccessfulBotsTests","botCreatePositiveTest","botCreatePositiveTest",""
"passed","Thu Dec 05 10:45:59 GMT 2024","Thu Dec 05 10:45:59 GMT 2024","379","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Thu Dec 05 10:46:02 GMT 2024","Thu Dec 05 10:46:03 GMT 2024","388","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Thu Dec 05 10:45:47 GMT 2024","Thu Dec 05 10:45:48 GMT 2024","1080","regressive","regressive","botsystest.tests.exchanges.GetMessageBeforeDeleteExchangeTest","botsystest.tests.exchanges.GetMessageBeforeDeleteExchangeTest","testGetExchangeBeforePositiveDeleteNoBots","testGetExchangeBeforePositiveDeleteNoBots",""
"passed","Thu Dec 05 10:45:31 GMT 2024","Thu Dec 05 10:45:32 GMT 2024","548","regressive","regressive","botsystest.tests.bots.CreateUnsuccesfulTests","botsystest.tests.bots.CreateUnsuccesfulTests","botCreateNegativeNotConnectExchTest","botCreateNegativeNotConnectExchTest",""
"passed","Thu Dec 05 10:45:40 GMT 2024","Thu Dec 05 10:45:40 GMT 2024","435","regressive","regressive","botsystest.tests.exchanges.CreateExchangeTest","botsystest.tests.exchanges.CreateExchangeTest","CreateExchangeConnectPositiveFalseTest","CreateExchangeConnectPositiveFalseTest",""
"passed","Thu Dec 05 10:46:12 GMT 2024","Thu Dec 05 10:46:13 GMT 2024","486","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Thu Dec 05 10:46:04 GMT 2024","Thu Dec 05 10:46:05 GMT 2024","370","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Thu Dec 05 10:46:04 GMT 2024","Thu Dec 05 10:46:04 GMT 2024","566","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Thu Dec 05 10:46:00 GMT 2024","Thu Dec 05 10:46:00 GMT 2024","463","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Thu Dec 05 10:45:51 GMT 2024","Thu Dec 05 10:45:52 GMT 2024","1295","regressive","regressive","botsystest.tests.timestream.CheckStreamAfterChangeBot","botsystest.tests.timestream.CheckStreamAfterChangeBot","CheckStreamAfterChangeBotPositiveTest","CheckStreamAfterChangeBotPositiveTest",""
"passed","Thu Dec 05 10:46:10 GMT 2024","Thu Dec 05 10:46:11 GMT 2024","832","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Thu Dec 05 10:45:57 GMT 2024","Thu Dec 05 10:45:58 GMT 2024","1206","regressive","regressive","botsystest.tests.timestream.CheckStreamAfterDeleteBot","botsystest.tests.timestream.CheckStreamAfterDeleteBot","CheckStreamAfterDeleteBotPositiveTest","CheckStreamAfterDeleteBotPositiveTest",""
"passed","Thu Dec 05 10:46:01 GMT 2024","Thu Dec 05 10:46:02 GMT 2024","673","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Thu Dec 05 10:45:37 GMT 2024","Thu Dec 05 10:45:37 GMT 2024","177","regressive","regressive","botsystest.tests.bots.DeleteBotsNotActiveTests","botsystest.tests.bots.DeleteBotsNotActiveTests","botsDeleteSuccessfulPositiveTest","botsDeleteSuccessfulPositiveTest",""
"passed","Thu Dec 05 10:46:05 GMT 2024","Thu Dec 05 10:46:05 GMT 2024","381","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Thu Dec 05 10:46:00 GMT 2024","Thu Dec 05 10:46:01 GMT 2024","571","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Thu Dec 05 10:45:54 GMT 2024","Thu Dec 05 10:45:55 GMT 2024","1023","regressive","regressive","botsystest.tests.timestream.CheckStreamAfterChangeExchange","botsystest.tests.timestream.CheckStreamAfterChangeExchange","CheckStreamAfterChangeExchangePositiveTest","CheckStreamAfterChangeExchangePositiveTest",""
"passed","Thu Dec 05 10:45:41 GMT 2024","Thu Dec 05 10:45:41 GMT 2024","620","regressive","regressive","botsystest.tests.exchanges.CreateExchangeTest","botsystest.tests.exchanges.CreateExchangeTest","CreateExchangeConnectPositiveFalseTest2","CreateExchangeConnectPositiveFalseTest2",""
"passed","Thu Dec 05 10:45:45 GMT 2024","Thu Dec 05 10:45:47 GMT 2024","2048","regressive","regressive","botsystest.tests.exchanges.GetMessageBeforeDeleteExchangeTest","botsystest.tests.exchanges.GetMessageBeforeDeleteExchangeTest","testGetExchangeBeforeDeletePositiveWithBots","testGetExchangeBeforeDeletePositiveWithBots",""
"passed","Thu Dec 05 10:45:38 GMT 2024","Thu Dec 05 10:45:40 GMT 2024","1453","regressive","regressive","botsystest.tests.bots.GetBotsTests","botsystest.tests.bots.GetBotsTests","getOneBotPositiveTest","getOneBotPositiveTest",""
"passed","Thu Dec 05 10:46:12 GMT 2024","Thu Dec 05 10:46:12 GMT 2024","465","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Thu Dec 05 10:46:03 GMT 2024","Thu Dec 05 10:46:03 GMT 2024","377","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Thu Dec 05 10:45:34 GMT 2024","Thu Dec 05 10:45:35 GMT 2024","811","regressive","regressive","botsystest.tests.bots.DeleteActiveBotTests","botsystest.tests.bots.DeleteActiveBotTests","botsDeleteRunningNegativeTest","botsDeleteRunningNegativeTest",""
"passed","Thu Dec 05 10:46:06 GMT 2024","Thu Dec 05 10:46:07 GMT 2024","686","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Thu Dec 05 10:46:13 GMT 2024","Thu Dec 05 10:46:14 GMT 2024","590","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Thu Dec 05 10:46:14 GMT 2024","Thu Dec 05 10:46:14 GMT 2024","381","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Thu Dec 05 10:46:14 GMT 2024","Thu Dec 05 10:46:15 GMT 2024","362","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesPositiveTest","CandlesPositiveTest",""
"passed","Thu Dec 05 10:46:10 GMT 2024","Thu Dec 05 10:46:10 GMT 2024","473","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Thu Dec 05 10:46:09 GMT 2024","Thu Dec 05 10:46:09 GMT 2024","651","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Thu Dec 05 10:46:06 GMT 2024","Thu Dec 05 10:46:06 GMT 2024","557","regressive","regressive","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
