"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 03 13:41:01 GMT 2024","Tue Dec 03 13:41:02 GMT 2024","1467","Gradle suite","Gradle test","botsystest.tests.bots.BotsTestsCSV","botsystest.tests.bots.BotsTestsCSV","botCreateSuccessfulPositiveTestCSV","botCreateSuccessfulPositiveTestCSV",""
"passed","Tue Dec 03 13:42:08 GMT 2024","Tue Dec 03 13:42:08 GMT 2024","200","Gradle suite","Gradle test","botsystest.tests.bots.GetBotsTests","botsystest.tests.bots.GetBotsTests","getMyBotsPositiveTest","getMyBotsPositiveTest",""
"passed","Tue Dec 03 13:42:44 GMT 2024","Tue Dec 03 13:42:45 GMT 2024","363","Gradle suite","Gradle test","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesPositiveTest","CandlesPositiveTest",""
"passed","Tue Dec 03 13:41:04 GMT 2024","Tue Dec 03 13:41:05 GMT 2024","953","Gradle suite","Gradle test","botsystest.tests.bots.BotsTestsCSV","botsystest.tests.bots.BotsTestsCSV","botCreateSuccessfulPositiveTestCSV","botCreateSuccessfulPositiveTestCSV",""
"passed","Tue Dec 03 13:42:37 GMT 2024","Tue Dec 03 13:42:37 GMT 2024","553","Gradle suite","Gradle test","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Tue Dec 03 13:42:36 GMT 2024","Tue Dec 03 13:42:37 GMT 2024","377","Gradle suite","Gradle test","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Tue Dec 03 13:42:25 GMT 2024","Tue Dec 03 13:42:27 GMT 2024","1686","Gradle suite","Gradle test","botsystest.tests.timestream.CheckStreamAfterDeleteBot","botsystest.tests.timestream.CheckStreamAfterDeleteBot","CheckStreamAfterDeleteBotPositiveTest","CheckStreamAfterDeleteBotPositiveTest",""
"passed","Tue Dec 03 13:42:41 GMT 2024","Tue Dec 03 13:42:41 GMT 2024","379","Gradle suite","Gradle test","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Tue Dec 03 13:42:15 GMT 2024","Tue Dec 03 13:42:18 GMT 2024","2754","Gradle suite","Gradle test","botsystest.tests.exchanges.GetMessageBeforeDeleteExchangeTest","botsystest.tests.exchanges.GetMessageBeforeDeleteExchangeTest","testGetExchangeBeforeDeletePositiveWithBots","testGetExchangeBeforeDeletePositiveWithBots",""
"passed","Tue Dec 03 13:42:38 GMT 2024","Tue Dec 03 13:42:39 GMT 2024","579","Gradle suite","Gradle test","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Tue Dec 03 13:41:08 GMT 2024","Tue Dec 03 13:41:10 GMT 2024","1349","Gradle suite","Gradle test","botsystest.tests.bots.BotsTestsCSV","botsystest.tests.bots.BotsTestsCSV","botCreateSuccessfulPositiveTestCSV","botCreateSuccessfulPositiveTestCSV",""
"passed","Tue Dec 03 13:42:35 GMT 2024","Tue Dec 03 13:42:35 GMT 2024","372","Gradle suite","Gradle test","botsystest.tests.traidingBinance.TraidingFromBinanceTest","botsystest.tests.traidingBinance.TraidingFromBinanceTest","CandlesCSVPositiveTest","CandlesCSVPositiveTest",""
"passed","Tue Dec 03 13:41:29 GMT 2024","Tue Dec 03 13:41:30 GMT 2024","814","Gradle suite","Gradle test","botsystest.tests.bots.BotsTestsCSV","botsystest.tests.bots.BotsTestsCSV","botCreateSuccessfulShortPositiveTestCSV","botCreateSuccessfulShortPositiveTestCSV",""
"passed","Tue Dec 03 13:41:26 GMT 2024","Tue Dec 03 13:41:27 GMT 2024","841","Gradle suite","Gradle test","botsystest.tests.bots.BotsTestsCSV","botsystest.tests.bots.BotsTestsCSV","botCreateSuccessfulShortPositiveTestCSV","botCreateSuccessfulShortPositiveTestCSV",""
"passed","Tue Dec 03 13:41:28 GMT 2024","Tue Dec 03 13:41:28 GMT 2024","840","Gradle suite","Gradle test","botsystest.tests.bots.BotsTestsCSV","botsystest.tests.bots.BotsTestsCSV","botCreateSuccessfulShortPositiveTestCSV","botCreateSuccessfulShortPositiveTestCSV",""
